Month,Year,PartNo,Description,Quantity,Sales Price
3,2025,F6A07422,Spring bracket-7422,458,11688.25
3,2025,7125600,Wheel - Drive,163,648.66
3,2025,8829617,Dual adapter hub,263,3527.55
3,2025,29324690,Disc Actuating,92,11846.83
3,2025,IC0305854,EICHER BRAKE DRUM,117,7359.97
3,2025,277642303714,Brake Drum 3714,169,4688.54
3,2025,277642303707,Brake Drum 3707,263,4304.32
3,2025,66666,Trunnion Braket,299,4491.21
3,2025,1528137,Chart Casting Wheel -8137,113,4521.22
3,2025,1528138,Chart Casting Wheel -8138,281,10542.45
3,2025,516266681,Chart Casting Wheel -6681,84,7728.95
3,2025,8504786,Casting drive wheel,53,9396.2
3,2025,1524926,Hub Casting,231,11384.95
3,2025,8827231,Drive wheel -casting,481,896.92
3,2025,006050988V01,Fly Wheel 67 HP,451,8769.03
3,2025,907125600,Wheel - Drive,266,6888.6
3,2025,60000-01/018,"Brake Drum , 16.5X7, G3000b",416,3532.61
3,2025,X1505222,Pulley-5222,271,3059.4
3,2025,X1505122,Pulley-5122,212,10069.96
3,2025,006525415B01,Axle Carr LH,324,8169.75
3,2025,006525417B01,Axle Carr RH,291,355.57
3,2025,B3F16003,Fly Wheel -16003,297,11236.22
3,2025,5739980670,HYVA Bracket 670,468,8600.37
3,2025,3318C00701,Flywheel-701,224,7155.11
3,2025,H01XX417961701,Drive wheel,457,4609.1
3,2025,X6E04722,NODO BRACKET-ECO-4722,525,492.77
3,2025,FTF03022,Rear Dummy HUB-3222,496,6061.26
3,2025,F5N04822,Bracket -Engine Mounting-4822,465,4991.79
3,2025,A 400 322 05 01,Spring bracket -501,594,2842.72
3,2025,A 400 322 00 01,Spring bracket -0001,547,11019.62
3,2025,A 400 322 00 06,Spring bracket -0006,360,3829.42
3,2025,A4008911020,Bracket Bearing 1020,289,6450.09
3,2025,A4003220101,Spring bracket -0101,165,8995.95
3,2025,A400 891 09 20,Bracket Bearing 920,357,10305.61
4,2025,0503BA0290N-RK,ALFA HUB,152,5812.48
4,2025,0503BA0290N,Front Wheel Hub,466,9134.82
4,2025,0502BA1050N,Alfa Rear Wheel Hub LH,278,3993.68
4,2025,0502BA1060N,Alfa Rear Wheel Hub RH,289,10474.68
4,2025,0602AAB00260N,Brake Drum ALFA,349,6849.23
4,2025,0601AMJ00030N,Brake Drum -TREO,317,1281.05
4,2025,0601AAA00320N,B.D. E-Riksha,463,10342.92
4,2025,0601AED00170N,Brake Drum E-Rikshaw,532,2742.52
4,2025,0801AAA00960N,Clutch Housing LCC,110,1310.83
4,2025,006017472B92,Fly Wheel 3DI,156,10148.65
4,2025,006029533V91,Fly Wheel 3DI E1H1,522,8003.14
4,2025,006028861V92,475/575 4DI-NCRPTO,89,3855.1
4,2025,006028860V91,475/575 4DI-CRPTO,632,8192.54
4,2025,006022009B91,Fly Wheel Swraj,580,2582.86
4,2025,007903649B1,HUB(CRE),616,1511.51
4,2025,4D00322,BOSS BRAKCET,115,616.21
4,2025,005551418R8,F.A.S. (BP),374,1934.72
4,2025,F3S00100,Brake Drum 100,212,1340.19
4,2025,F8T00122,Brake Drum 122,225,7605.08
4,2025,F3S00222,Brake Drum 222,438,521.46
4,2025,F3S00422,Brake Drum 422,129,12611.17
4,2025,F8T01222,Brake Drum 1222,205,2644.34
4,2025,F8T02022,Brake Drum 2022,404,7739.9
4,2025,F1860822,BD (B) 1860822 -EDM,486,4099.94
4,2025,F1869022,BD F-1869022-EDM,300,8716.84
4,2025,F8T01922,Brake Drum 1922,697,6173.19
4,2025,F1879622,Brake Drum 9622,139,4765.56
4,2025,F1879722,Brake Drum 9722,519,9961.49
4,2025,F1869122,Brake Drum 9122,166,7819.49
4,2025,F3S00622,Brake Drum 622,500,847.25
4,2025,F5Z00120,Distence Pic Old 120,370,11198.59
4,2025,F5Z00112,Distence Pic Big 112,116,10834.02
4,2025,F1880122,Rear Hub 122,630,3931.71
4,2025,F1888822,Dummy Hub 822,405,7454.59
4,2025,F8S00622,Rear Hub-622,85,1591.55
4,2025,F1880222,Rear HUB-222,138,3077.04
4,2025,F8S01022,UB Hub 1022,117,2837
4,2025,FTF01222,UB Hub 1222,352,9186
4,2025,F1884622,Front Hub -622,86,9498.04
4,2025,F8S00922,UB Hub 922,468,5896.83
4,2025,F8S01322,Front HUB-1322,449,2660.9
4,2025,FTF01122,Hub 1122 MBP,420,3959.45
4,2025,FTF01022,Hub 1022 MBP,327,1184.02
4,2025,FTF03022,Rear Dummy HUB-3022,104,11214.19
4,2025,FH302622,Front Hub 2622 MBP,161,10938.54
4,2025,FTT02722,HUB-2722,552,674.47
4,2025,F3H01322,ARB FRAME MOUNTING BKT,245,11306.07
4,2025,F2R00122,SGM BKT-122,422,9617.97
4,2025,F8D01700,SGM BKT -1700,194,8381.02
4,2025,F-8D02722,SGM -2722,90,2958.44
4,2025,F8D01622,SGM -1622,297,6365.2
4,2025,F3H01122,ARB Axle M. BKt LH,467,10057.54
4,2025,F3H01222,ARB Axle M. BKt RH,191,1792.31
4,2025,B3F15503,Fly Wheel-503,355,3702.16
4,2025,B9805502,Flywheel Neptune,358,2250.64
4,2025,B2W02519,FIP Housing CB18,77,7375.74
4,2025,B2W01421,FIP Housing CB28,82,6498.92
4,2025,B2W01307,Fip Housing-1307,338,3098.89
4,2025,X1X00522,Thermostate Housing-522,797,5720.73
4,2025,X2H00622,T.G. Case,664,8812.35
4,2025,F7L09722,Rear Spring Bracket,296,7991.79
4,2025,F5F01822,AC Bracket -1822,240,9266.13
4,2025,F5F01722,AC Bracket -1722,442,2665.51
4,2025,F7Z05314,ATS BRACKET-5314,397,8121.22
4,2025,F7Z00122,ATS BRACKET-122,288,3273.8
4,2025,F7Z05414,ATS BRACKET-5414,571,2791.33
4,2025,F7Z10314,ATS BRACKET 10314,569,10006.9
4,2025,X6E03422,Nodo Bracket-3422,432,683.47
4,2025,X6E03522,Nodo Bracket-3522,94,7770.82
4,2025,X6E05222,Nodo Bracket-5222,166,8888.2
4,2025,X6E05122,Nodo Bracket-5122,329,10212.98
4,2025,330123920,Tata Cup Box,93,5266.16
4,2025,P3301201020,ACE RDE Box casting,303,2522.28
4,2025,330151420,Mega Ace,490,3493.67
4,2025,330134120,M&M 510,83,13024.08
4,2025,330134220V1,M&M 630,546,2689.92
4,2025,330931720,Cover Plate,953,11846.05
4,2025,502207C01,Side Cover C01,706,6779.47
4,2025,502207E 01,Side Cover Casting E01 (HFB 82),250,2183.5
4,2025,50170115,Valve Housing HFB 64,349,4606.41
4,2025,501707C06,Valve Housing casting,255,7758.64
4,2025,501707C03,Valve Housing casting-C03,473,10744.72
4,2025,501707E 01,Valve housing casting  E01 (HFB82),396,2359
4,2025,500127C06,LH Housing C06,258,3881.94
4,2025,500127C14,LH Housing C14,530,10918.04
4,2025,50012110,LH Housing 64,84,4090.4
4,2025,5.00E+08,LH Housing -82,381,1388.75
4,2025,666,BB-106,242,1786.94
4,2025,F1826722,B.D. 6722,70,2713.15
4,2025,257542303705,TATA BRAKE DRUM 3705,1172,4405.72
4,2025,263242303723,TATA BRAKE DRUM 3723,87,9570.35
4,2025,F1875722,Brake Drum -5722,380,3824.68
4,2025,277642303701,TATA BRAKE DRUM 3701,328,3973.46
4,2025,5.01E+11,Brake Drum 3702,163,12535.43
4,2025,0031002662AC,Rear Cover-6662,240,6573.93
4,2025,10006813CC,Rear Cover-6813,647,6968.08
4,2025,300053048A,Sviwel Housing LH,465,5976.66
4,2025,300053049A,Sviwel Housing RH,549,8421.08
4,2025,300130461B,Housing Input Pinion,346,8445.08
4,2025,300130468A,Cover steering cylinder mounting,406,11096.06
4,2025,300130474A,Housing hub stub axle,355,7036.58
4,2025,300145985A,Housing Axle King Shaft,313,5499.24
4,2025,10039106AB,Front Axle Housing LH-106 AB,80,3983.89
4,2025,10039104AC,Front Axle Housing RH-104 AC,549,6353.07
4,2025,10039098AB,"Front Axle Housing RH  (10039098AB)
",148,6227.58
4,2025,300422630A,Housing Front Axle Cover LH-630,706,11348.06
4,2025,300422616A,Housing Front Axle Cover RH-640,730,7723.92
4,2025,300137705B,Housing Front Axle Cover LH-705,515,8223.9
4,2025,300130478B,Housing Front Axle Cover RH-478,673,11385.36
4,2025,10051257CB,Front Axle Housing,314,7586.22
4,2025,1A8252-42110,Hydarulic Housing,83,1010.28
4,2025,10071462AG,Integral Front Axle Bkt(Casting),240,9196.28
4,2025,5A8252-24701,COVER FRONT,292,6027.84
4,2025,5A8252-24240,COVER REAR,94,2702.5
4,2025,1A8252-43231-1,HEAD CYLINDER,495,7756.95
4,2025,1A8550-43210-1,HEAD CYLINDER-210,700,8753.14
4,2025,1A8252-47710,HINGE SUPPORT-8252,430,6887.24
4,2025,101281426000,Brake Drum -6000,470,9700.48
4,2025,101281426100,Brake Drum -6100,188,3142.19
4,2025,1SK-45870,HUB Tunring,495,9821.89
4,2025,(SE01B00G00037),Front Wheel hub Star Glow,586,1008.61
4,2025,4256730,HUB-118,447,2927.27
4,2025,4252073,HUB-316,433,7745.09
4,2025,4252752,HUB-454,193,10588.38
4,2025,4255058,HUB-770,165,2964.11
4,2025,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,403,10370.1
4,2025,1A8252-13760-1,"GEARBOX, FRONT L ECN",328,2240.32
4,2025,1A8252-13770-1,"GEARBOX, FRONT R ECN",324,3230.3
4,2025,300167935A,Center Beam Housing -584/935,184,3019.95
4,2025,XBY00222,Bracket Engine,98,4098.43
4,2025,300137702C,CENTER BEAM HSG - Casting,417,10151.44
4,2025,M31149S002,Fron Wheel Hub Champ,548,8078.41
4,2025,X1821622,Housing Oil Cooler,372,4905.42
4,2025,B3F01301,Flywheel Boss,188,336.77
4,2025,F4W03322,FSFB Bracket - 3322,513,10059.84
4,2025,F4W03222,FSFB Bracket - 3222,311,12007.48
4,2025,X6E04822,NODO BRACKET -ECO-4822,210,7337.87
4,2025,F6A07422,Spring bracket-7422,470,12349.91
4,2025,7125600,Wheel - Drive,167,685.38
4,2025,8829617,Dual adapter hub,270,3727.24
4,2025,29324690,Disc Actuating,95,12517.46
4,2025,IC0305854,EICHER BRAKE DRUM,120,7776.61
4,2025,277642303714,Brake Drum 3714,173,4953.96
4,2025,277642303707,Brake Drum 3707,270,4547.99
4,2025,66666,Trunnion Braket,306,4745.45
4,2025,1528137,Chart Casting Wheel -8137,116,4777.16
4,2025,1528138,Chart Casting Wheel -8138,288,11139.25
4,2025,516266681,Chart Casting Wheel -6681,86,8166.48
4,2025,8504786,Casting drive wheel,54,9928.11
4,2025,1524926,Hub Casting,237,12029.44
4,2025,8827231,Drive wheel -casting,493,947.69
4,2025,006050988V01,Fly Wheel 67 HP,463,9265.44
4,2025,907125600,Wheel - Drive,272,7278.55
4,2025,60000-01/018,"Brake Drum , 16.5X7, G3000b",426,3732.58
4,2025,X1505222,Pulley-5222,278,3232.59
4,2025,X1505122,Pulley-5122,217,10640
4,2025,006525415B01,Axle Carr LH,332,8632.23
4,2025,006525417B01,Axle Carr RH,299,375.69
4,2025,B3F16003,Fly Wheel -16003,304,11872.28
4,2025,5739980670,HYVA Bracket 670,480,9087.22
4,2025,3318C00701,Flywheel-701,230,7560.15
4,2025,H01XX417961701,Drive wheel,469,4870.01
4,2025,X6E04722,NODO BRACKET-ECO-4722,538,520.66
4,2025,FTF03022,Rear Dummy HUB-3222,508,6404.38
4,2025,F5N04822,Bracket -Engine Mounting-4822,476,5274.37
4,2025,A 400 322 05 01,Spring bracket -501,609,3003.64
4,2025,A 400 322 00 01,Spring bracket -0001,560,11643.43
4,2025,A 400 322 00 06,Spring bracket -0006,369,4046.2
4,2025,A4008911020,Bracket Bearing 1020,297,6815.22
4,2025,A4003220101,Spring bracket -0101,169,9505.2
4,2025,A400 891 09 20,Bracket Bearing 920,366,10889
5,2025,0503BA0290N-RK,ALFA HUB,145,5843.46
5,2025,0503BA0290N,Front Wheel Hub,444,9183.51
5,2025,0502BA1050N,Alfa Rear Wheel Hub LH,265,4014.97
5,2025,0502BA1060N,Alfa Rear Wheel Hub RH,276,10530.51
5,2025,0602AAB00260N,Brake Drum ALFA,333,6885.73
5,2025,0601AMJ00030N,Brake Drum -TREO,302,1287.88
5,2025,0601AAA00320N,B.D. E-Riksha,441,10398.05
5,2025,0601AED00170N,Brake Drum E-Rikshaw,507,2757.14
5,2025,0801AAA00960N,Clutch Housing LCC,104,1317.82
5,2025,006017472B92,Fly Wheel 3DI,149,10202.75
5,2025,006029533V91,Fly Wheel 3DI E1H1,498,8045.8
5,2025,006028861V92,475/575 4DI-NCRPTO,85,3875.65
5,2025,006028860V91,475/575 4DI-CRPTO,603,8236.2
5,2025,006022009B91,Fly Wheel Swraj,553,2596.63
5,2025,007903649B1,HUB(CRE),587,1519.57
5,2025,4D00322,BOSS BRAKCET,110,619.5
5,2025,005551418R8,F.A.S. (BP),357,1945.03
5,2025,F3S00100,Brake Drum 100,202,1347.33
5,2025,F8T00122,Brake Drum 122,215,7645.61
5,2025,F3S00222,Brake Drum 222,418,524.24
5,2025,F3S00422,Brake Drum 422,123,12678.39
5,2025,F8T01222,Brake Drum 1222,196,2658.43
5,2025,F8T02022,Brake Drum 2022,385,7781.15
5,2025,F1860822,BD (B) 1860822 -EDM,464,4121.79
5,2025,F1869022,BD F-1869022-EDM,286,8763.3
5,2025,F8T01922,Brake Drum 1922,664,6206.09
5,2025,F1879622,Brake Drum 9622,133,4790.96
5,2025,F1879722,Brake Drum 9722,495,10014.59
5,2025,F1869122,Brake Drum 9122,158,7861.16
5,2025,F3S00622,Brake Drum 622,477,851.77
5,2025,F5Z00120,Distence Pic Old 120,353,11258.28
5,2025,F5Z00112,Distence Pic Big 112,111,10891.77
5,2025,F1880122,Rear Hub 122,600,3952.67
5,2025,F1888822,Dummy Hub 822,386,7494.33
5,2025,F8S00622,Rear Hub-622,81,1600.03
5,2025,F1880222,Rear HUB-222,132,3093.44
5,2025,F8S01022,UB Hub 1022,112,2852.12
5,2025,FTF01222,UB Hub 1222,336,9234.96
5,2025,F1884622,Front Hub -622,82,9548.67
5,2025,F8S00922,UB Hub 922,446,5928.27
5,2025,F8S01322,Front HUB-1322,428,2675.08
5,2025,FTF01122,Hub 1122 MBP,401,3980.55
5,2025,FTF01022,Hub 1022 MBP,311,1190.33
5,2025,FTF03022,Rear Dummy HUB-3022,99,11273.97
5,2025,FH302622,Front Hub 2622 MBP,153,10996.84
5,2025,FTT02722,HUB-2722,526,678.07
5,2025,F3H01322,ARB FRAME MOUNTING BKT,233,11366.34
5,2025,F2R00122,SGM BKT-122,403,9669.23
5,2025,F8D01700,SGM BKT -1700,185,8425.69
5,2025,F-8D02722,SGM -2722,86,2974.21
5,2025,F8D01622,SGM -1622,283,6399.12
5,2025,F3H01122,ARB Axle M. BKt LH,445,10111.15
5,2025,F3H01222,ARB Axle M. BKt RH,183,1801.87
5,2025,B3F15503,Fly Wheel-503,339,3721.89
5,2025,B9805502,Flywheel Neptune,342,2262.63
5,2025,B2W02519,FIP Housing CB18,73,7415.05
5,2025,B2W01421,FIP Housing CB28,78,6533.56
5,2025,B2W01307,Fip Housing-1307,323,3115.4
5,2025,X1X00522,Thermostate Housing-522,760,5751.22
5,2025,X2H00622,T.G. Case,633,8859.32
5,2025,F7L09722,Rear Spring Bracket,282,8034.38
5,2025,F5F01822,AC Bracket -1822,229,9315.52
5,2025,F5F01722,AC Bracket -1722,422,2679.72
5,2025,F7Z05314,ATS BRACKET-5314,378,8164.51
5,2025,F7Z00122,ATS BRACKET-122,275,3291.25
5,2025,F7Z05414,ATS BRACKET-5414,545,2806.21
5,2025,F7Z10314,ATS BRACKET 10314,543,10060.24
5,2025,X6E03422,Nodo Bracket-3422,412,687.11
5,2025,X6E03522,Nodo Bracket-3522,89,7812.24
5,2025,X6E05222,Nodo Bracket-5222,158,8935.58
5,2025,X6E05122,Nodo Bracket-5122,313,10267.42
5,2025,330123920,Tata Cup Box,88,5294.23
5,2025,P3301201020,ACE RDE Box casting,289,2535.73
5,2025,330151420,Mega Ace,468,3512.29
5,2025,330134120,M&M 510,79,13093.5
5,2025,330134220V1,M&M 630,520,2704.25
5,2025,330931720,Cover Plate,909,11909.19
5,2025,502207C01,Side Cover C01,674,6815.61
5,2025,502207E 01,Side Cover Casting E01 (HFB 82),238,2195.13
5,2025,50170115,Valve Housing HFB 64,333,4630.96
5,2025,501707C06,Valve Housing casting,243,7799.99
5,2025,501707C03,Valve Housing casting-C03,451,10801.99
5,2025,501707E 01,Valve housing casting  E01 (HFB82),377,2371.58
5,2025,500127C06,LH Housing C06,246,3902.63
5,2025,500127C14,LH Housing C14,505,10976.23
5,2025,50012110,LH Housing 64,80,4112.2
5,2025,5.00E+08,LH Housing -82,363,1396.16
5,2025,666,BB-106,231,1796.47
5,2025,F1826722,B.D. 6722,67,2727.61
5,2025,257542303705,TATA BRAKE DRUM 3705,1118,4429.21
5,2025,263242303723,TATA BRAKE DRUM 3723,83,9621.36
5,2025,F1875722,Brake Drum -5722,362,3845.07
5,2025,277642303701,TATA BRAKE DRUM 3701,312,3994.64
5,2025,5.01E+11,Brake Drum 3702,155,12602.24
5,2025,0031002662AC,Rear Cover-6662,229,6608.97
5,2025,10006813CC,Rear Cover-6813,617,7005.22
5,2025,300053048A,Sviwel Housing LH,443,6008.51
5,2025,300053049A,Sviwel Housing RH,523,8465.96
5,2025,300130461B,Housing Input Pinion,330,8490.09
5,2025,300130468A,Cover steering cylinder mounting,387,11155.2
5,2025,300130474A,Housing hub stub axle,339,7074.09
5,2025,300145985A,Housing Axle King Shaft,298,5528.55
5,2025,10039106AB,Front Axle Housing LH-106 AB,76,4005.13
5,2025,10039104AC,Front Axle Housing RH-104 AC,523,6386.93
5,2025,10039098AB,"Front Axle Housing RH  (10039098AB)
",141,6260.77
5,2025,300422630A,Housing Front Axle Cover LH-630,674,11408.54
5,2025,300422616A,Housing Front Axle Cover RH-640,696,7765.09
5,2025,300137705B,Housing Front Axle Cover LH-705,491,8267.74
5,2025,300130478B,Housing Front Axle Cover RH-478,642,11446.04
5,2025,10051257CB,Front Axle Housing,299,7626.66
5,2025,1A8252-42110,Hydarulic Housing,79,1015.67
5,2025,10071462AG,Integral Front Axle Bkt(Casting),229,9245.3
5,2025,5A8252-24701,COVER FRONT,279,6059.97
5,2025,5A8252-24240,COVER REAR,89,2716.91
5,2025,1A8252-43231-1,HEAD CYLINDER,472,7798.29
5,2025,1A8550-43210-1,HEAD CYLINDER-210,667,8799.79
5,2025,1A8252-47710,HINGE SUPPORT-8252,410,6923.95
5,2025,101281426000,Brake Drum -6000,448,9752.18
5,2025,101281426100,Brake Drum -6100,180,3158.94
5,2025,1SK-45870,HUB Tunring,472,9874.25
5,2025,(SE01B00G00037),Front Wheel hub Star Glow,559,1013.99
5,2025,4256730,HUB-118,426,2942.87
5,2025,4252073,HUB-316,413,7786.37
5,2025,4252752,HUB-454,184,10644.82
5,2025,4255058,HUB-770,157,2979.91
5,2025,10055248BB,ASSY FRONT AXLE HOUSING PADDY SPECIAL,384,10425.37
5,2025,1A8252-13760-1,"GEARBOX, FRONT L ECN",312,2252.26
5,2025,1A8252-13770-1,"GEARBOX, FRONT R ECN",309,3247.51
5,2025,300167935A,Center Beam Housing -584/935,175,3036.04
5,2025,XBY00222,Bracket Engine,93,4120.27
5,2025,300137702C,CENTER BEAM HSG - Casting,398,10205.55
5,2025,M31149S002,Fron Wheel Hub Champ,522,8121.47
5,2025,X1821622,Housing Oil Cooler,355,4931.57
5,2025,B3F01301,Flywheel Boss,180,338.57
5,2025,F4W03322,FSFB Bracket - 3322,489,10113.45
5,2025,F4W03222,FSFB Bracket - 3222,296,12071.48
5,2025,X6E04822,NODO BRACKET -ECO-4822,200,7376.98
5,2025,F6A07422,Spring bracket-7422,448,12415.73
5,2025,7125600,Wheel - Drive,159,689.03
5,2025,8829617,Dual adapter hub,258,3747.11
5,2025,29324690,Disc Actuating,90,12584.18
5,2025,IC0305854,EICHER BRAKE DRUM,115,7818.06
5,2025,277642303714,Brake Drum 3714,165,4980.36
5,2025,277642303707,Brake Drum 3707,258,4572.23
5,2025,66666,Trunnion Braket,292,4770.75
5,2025,1528137,Chart Casting Wheel -8137,111,4802.62
5,2025,1528138,Chart Casting Wheel -8138,275,11198.62
5,2025,516266681,Chart Casting Wheel -6681,82,8210
5,2025,8504786,Casting drive wheel,52,9981.03
5,2025,1524926,Hub Casting,226,12093.56
5,2025,8827231,Drive wheel -casting,471,952.74
5,2025,006050988V01,Fly Wheel 67 HP,441,9314.82
5,2025,907125600,Wheel - Drive,260,7317.35
5,2025,60000-01/018,"Brake Drum , 16.5X7, G3000b",407,3752.48
5,2025,X1505222,Pulley-5222,265,3249.82
5,2025,X1505122,Pulley-5122,207,10696.71
5,2025,006525415B01,Axle Carr LH,316,8678.23
5,2025,006525417B01,Axle Carr RH,285,377.7
5,2025,B3F16003,Fly Wheel -16003,290,11935.56
5,2025,5739980670,HYVA Bracket 670,457,9135.66
5,2025,3318C00701,Flywheel-701,219,7600.45
5,2025,H01XX417961701,Drive wheel,447,4895.97
5,2025,X6E04722,NODO BRACKET-ECO-4722,513,523.44
5,2025,FTF03022,Rear Dummy HUB-3222,485,6438.51
5,2025,F5N04822,Bracket -Engine Mounting-4822,454,5302.48
5,2025,A 400 322 05 01,Spring bracket -501,581,3019.65
5,2025,A 400 322 00 01,Spring bracket -0001,535,11705.49
5,2025,A 400 322 00 06,Spring bracket -0006,352,4067.77
5,2025,A4008911020,Bracket Bearing 1020,283,6851.55
5,2025,A4003220101,Spring bracket -0101,161,9555.87
5,2025,A400 891 09 20,Bracket Bearing 920,349,10947.04
6,2025,0503BA0290N-RK,ALFA HUB,147,5576.7
6,2025,0503BA0290N,Front Wheel Hub,450,8764.26
6,2025,0502BA1050N,Alfa Rear Wheel Hub LH,268,3831.67
6,2025,0502BA1060N,Alfa Rear Wheel Hub RH,280,10049.77
6,2025,0602AAB00260N,Brake Drum ALFA,337,6571.38
6,2025,0601AMJ00030N,Brake Drum -TREO,306,1229.08
6,2025,0601AAA00320N,B.D. E-Riksha,447,9923.36
6,2025,0601AED00170N,Brake Drum E-Rikshaw,514,2631.27
6,2025,0801AAA00960N,Clutch Housing LCC,106,1257.66
6,2025,006017472B92,Fly Wheel 3DI,151,9736.97
6,2025,006029533V91,Fly Wheel 3DI E1H1,505,7678.49
6,2025,006028861V92,475/575 4DI-NCRPTO,86,3698.71
6,2025,006028860V91,475/575 4DI-CRPTO,611,7860.2
6,2025,006022009B91,Fly Wheel Swraj,560,2478.08
6,2025,007903649B1,HUB(CRE),595,1450.19
6,2025,4D00322,BOSS BRAKCET,111,591.22
6,2025,005551418R8,F.A.S. (BP),362,1856.24
6,2025,F3S00100,Brake Drum 100,205,1285.82
6,2025,F8T00122,Brake Drum 122,218,7296.57
6,2025,F3S00222,Brake Drum 222,424,500.31
6,2025,F3S00422,Brake Drum 422,124,12099.59
6,2025,F8T01222,Brake Drum 1222,198,2537.07
6,2025,F8T02022,Brake Drum 2022,391,7425.92
6,2025,F1860822,BD (B) 1860822 -EDM,470,3933.62
6,2025,F1869022,BD F-1869022-EDM,290,8363.23
6,2025,F8T01922,Brake Drum 1922,673,5922.77
6,2025,F1879622,Brake Drum 9622,135,4572.24
6,2025,F1879722,Brake Drum 9722,502,9557.4
6,2025,F1869122,Brake Drum 9122,160,7502.28
6,2025,F3S00622,Brake Drum 622,483,812.88
6,2025,F5Z00120,Distence Pic Old 120,358,10744.31
6,2025,F5Z00112,Distence Pic Big 112,112,10394.53
6,2025,F1880122,Rear Hub 122,609,3772.22
6,2025,F1888822,Dummy Hub 822,392,7152.19
6,2025,F8S00622,Rear Hub-622,82,1526.99
6,2025,F1880222,Rear HUB-222,134,2952.22
6,2025,F8S01022,UB Hub 1022,113,2721.92
6,2025,FTF01222,UB Hub 1222,340,8813.36
6,2025,F1884622,Front Hub -622,83,9112.75
6,2025,F8S00922,UB Hub 922,452,5657.63
6,2025,F8S01322,Front HUB-1322,434,2552.96
6,2025,FTF01122,Hub 1122 MBP,406,3798.83
6,2025,FTF01022,Hub 1022 MBP,316,1135.99
6,2025,FTF03022,Rear Dummy HUB-3022,101,10759.28
6,2025,FH302622,Front Hub 2622 MBP,155,10494.81
6,2025,FTT02722,HUB-2722,534,647.11
6,2025,F3H01322,ARB FRAME MOUNTING BKT,236,10847.44
6,2025,F2R00122,SGM BKT-122,408,9227.81
6,2025,F8D01700,SGM BKT -1700,187,8041.04
6,2025,F-8D02722,SGM -2722,87,2838.43
6,2025,F8D01622,SGM -1622,287,6106.99
6,2025,F3H01122,ARB Axle M. BKt LH,451,9649.55
6,2025,F3H01222,ARB Axle M. BKt RH,185,1719.61
6,2025,B3F15503,Fly Wheel-503,343,3551.98
6,2025,B9805502,Flywheel Neptune,346,2159.34
6,2025,B2W02519,FIP Housing CB18,74,7076.54
6,2025,B2W01421,FIP Housing CB28,79,6235.29
6,2025,B2W01307,Fip Housing-1307,327,2973.18
6,2025,X1X00522,Thermostate Housing-522,770,5488.66
6,2025,X2H00622,T.G. Case,641,8454.87
6,2025,F7L09722,Rear Spring Bracket,286,7667.59
6,2025,F5F01822,AC Bracket -1822,232,8890.24
6,2025,F5F01722,AC Bracket -1722,428,2557.38
6,2025,F7Z05314,ATS BRACKET-5314,383,7791.78
6,2025,F7Z00122,ATS BRACKET-122,279,3140.99
6,2025,F7Z05414,ATS BRACKET-5414,552,2678.1
6,2025,F7Z10314,ATS BRACKET 10314,550,9600.97
6,2025,X6E03422,Nodo Bracket-3422,417,655.74
6,2025,X6E03522,Nodo Bracket-3522,90,7455.59
6,2025,X6E05222,Nodo Bracket-5222,160,8527.65
6,2025,X6E05122,Nodo Bracket-5122,318,9798.69
6,2025,330123920,Tata Cup Box,89,5052.53
6,2025,P3301201020,ACE RDE Box casting,293,2419.97
6,2025,330151420,Mega Ace,474,3351.94
6,2025,330134120,M&M 510,80,12495.75
6,2025,330134220V1,M&M 630,527,2580.8
6,2025,330931720,Cover Plate,921,11365.51
6,2025,502207C01,Side Cover C01,683,6504.46
6,2025,502207E 01,Side Cover Casting E01 (HFB 82),242,2094.92
6,2025,50170115,Valve Housing HFB 64,337,4419.55
6,2025,501707C06,Valve Housing casting,247,7443.9
6,2025,501707C03,Valve Housing casting-C03,457,10308.85
6,2025,501707E 01,Valve housing casting  E01 (HFB82),382,2263.31
6,2025,500127C06,LH Housing C06,250,3724.46
6,2025,500127C14,LH Housing C14,512,10475.14
6,2025,50012110,LH Housing 64,81,3924.47
6,2025,5.00E+08,LH Housing -82,368,1332.42
6,2025,666,BB-106,234,1714.45
6,2025,F1826722,B.D. 6722,68,2603.09
6,2025,257542303705,TATA BRAKE DRUM 3705,1133,4227
6,2025,263242303723,TATA BRAKE DRUM 3723,84,9182.12
6,2025,F1875722,Brake Drum -5722,367,3669.53
6,2025,277642303701,TATA BRAKE DRUM 3701,317,3812.27
6,2025,5.01E+11,Brake Drum 3702,157,12026.92
6,2025,0031002662AC,Rear Cover-6662,232,6307.25
6,2025,10006813CC,Rear Cover-6813,625,6685.41
6,2025,300053048A,Sviwel Housing LH,449,5734.21
6,2025,300053049A,Sviwel Housing RH,530,8079.47
6,2025,300130461B,Housing Input Pinion,334,8102.49
6,2025,300130468A,Cover steering cylinder mounting,393,10645.94
6,2025,300130474A,Housing hub stub axle,343,6751.14
6,2025,300145985A,Housing Axle King Shaft,302,5276.16
6,2025,10039106AB,Front Axle Housing LH-106 AB,77,3822.29
6,2025,10039104AC,Front Axle Housing RH-104 AC,530,6095.36
6,2025,10039098AB,"Front Axle Housing RH  (10039098AB)
",143,5974.95
6,2025,300422630A,Housing Front Axle Cover LH-630,683,10887.71
